brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11,Woody,Floral,Arabian,Spicy,Oriental,Fruity,Fresh,Citrus,Vanilla,Musk,Aromatic,Jasmine,Rose,Sandalwood,Clean
BURBERRY,Touch,154.95,EDP,Women,Floral,"Almonds,Cedar,Oakmoss,Tonka Beans,Vanilla","Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose",0,2.0,0.1663146192329071,12,Almonds,Cedar,Oakmoss,Tonka Beans,Vanilla,,,,,,,,Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J.CASANOVA,Plaisir,75.0,EDP,Women,Fresh,"Sandalwood, Musk, Vanilla Orchid And Cedar","Clove, Damascus Plum, Pear And Ylang -ylang",0,2.0,0.077431906614786,7,Salwood,Sandalwood,Musk,Vanilla Orchid  Cedar,,,,,,,,,Clove,Damascus Plum,Pear  Ylang -ylang,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lattafa,24 Carat Pure Gold,46.5,EDP,Unisex,Spicy,"Incense, Amber, Leather, Musk And Vanilla",Rose And Sandalwood,2,2.0,0.0457476375764313,6,Incense,Amber,Leather,Musk  Vanilla,,,,,,,,,Rose  S,Sandalwood,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Eau Fraiche,178.1,EDT,Men,Woody,"Amber, Musk, Platanus, Saffron, Woody Notes","Cedar, Pepper, Sage",1,1.0,0.1920511395219566,8,Amber,Musk,Platanus,Saffron,Woody Notes,,,,,,,,Cedar,Pepper,Sage,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.T.Dupont,Essence Pure,74.35,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",1,1.0,0.0767092829349638,5,Cypress,Amber,Musk  Cedar,,,,,,,,,,Iris,Lavender  Bamboo,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,CK One,107.0,EDT,Men,Citrus,"Sandalwood, Amber, Musk, Cedar, and Oak moss","Nutmeg, Violet, Orris Root, Jasmine, and Lily-Of-The-Valley Rose",1,1.0,0.1130072262367982,13,Salwood,Sandalwood,Amber,Musk,Cedar,,Oak moss,,,,,,Nutmeg,Violet,Orris Root,Jasmine,,Lily-Of-The-Valley Rose,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LA PERLA,Divina,62.0,EDT,Women,Fruity,"Musk, Amber, Vanilla and Woody notes","Jasmine, African orange and Pink",0,1.0,0.0629794330183435,7,Musk,Amber,Vanilla,Woody notes,,,,,,,,,Jasmine,African orange,Pink,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CARTIER,Santos D Concentree,240.5,EDT,Men,Spicy,"Sandalwood, Amber, Coconut, Patchouli, Vanilla and Cedar","Pepper, Nutmeg, Vetiver, Geranium, Rosemary, Cloves and Clary Sage",1,1.0,0.2614230127848805,14,Salwood,Sandalwood,Amber,Coconut,Patchouli,Vanilla,Cedar,,,,,,Pepper,Nutmeg,Vetiver,Geranium,Rosemary,Cloves,Clary Sage,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Green Secret,9.5,EDT,Men,Fruity,"Moss, Sandalwood, Coumarin","Ylang, Geranium, Jasmine",1,1.0,0.0046136742634797,7,Moss,Salwood,Sandalwood,Coumarin,,,,,,,,,Ylang,Geranium,Jasmine,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Lancy,11.85,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",0,1.0,0.0072262367982212,7,Tonka,Praline,Patchouli,Vanilla,,,,,,,,,Iris,Orange Blossom,Jasmine,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lancome,Miracle,200.0,EDP,Women,Arabian,"Amber, Musk and Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper and Jasmine",0,2.0,0.2163979988882712,9,Amber,Musk,Jasmine,,,,,,,,,,Magnolia,Ginger,M,arin Orange,Pepper,Jasmine,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
armani,Code Absolu ED,8.5,EDP,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",1,2.0,0.0035019455252918,9,Vanilla,Amber,Musk,,Patchouli,,,,,,,,Jasmine,Geranium,Neroli,Ylang-Ylang,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,L.12.12 Blanc,88.0,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,1,1.0,0.0918843802112284,3,Leather,Suede  Cedar,,,,,,,,,,,Mexican Tuberose  Ylang-Ylang,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTBLANC,Lady Emblem Elixir,176.3,EDP,Women,Woody,"Patchouli, Sandalwood and Vanilla","Iris, Orange Blossom, Damask Rose and Jasmine",0,2.0,0.1900500277932184,8,Patchouli,Salwood,Sandalwood,Vanilla,,,,,,,,,Iris,Orange Blossom,Damask Rose,Jasmine,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Body,141.35,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",0,2.0,0.1511951083935519,8,Cashmere Wood,Musk,Amber,Vanille,,,,,,,,,Iris,Rose,Salwood,Sandalwood,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DORALL COLLECTION,Pink Hearts,8.15,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood And Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy And Strawberry",0,1.0,0.003112840466926,10,Caramel,Musk,Tonka,Salwood,alwood  Vanilla,,,,,,,,Red Berries,Lily Of The Valley,Licorice,Cotton C,y  Strawberry,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HUGO BOSS,Natural Spray,140.0,EDP,Women,Oriental,"Apricot, Amber, Lemon Tree","Bulgarian Rose, Jasmine, Lily",0,2.0,0.1496942745969983,6,Apricot,Amber,Lemon Tree,,,,,,,,,,Bulgarian Rose,Jasmine,Lily,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Remy Marquis,Remy,57.3,EDT,Men,Spicy,"Cedar, Sandalwood, Musk And Amber","Geranium, Cinnamon And Nutmeg",1,1.0,0.0577543079488604,6,Cedar,Salwood,Sandalwood,Musk  Amber,,,,,,,,,Geranium,Cinnamon  Nutmeg,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GUCCI,Flora Gardenia,234.5,EDT,Women,Citrus,Patchouli and Brown Sugar Accord,White Gardenia and Frangipani Flower,0,1.0,0.2547526403557532,4,Patchouli,Brown Sugar Accord,,,,,,,,,,,White Gardenia,Frangipani Flower,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUCCI,Flora Gorgeous Gardenia,226.8,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",0,1.0,0.2461923290717065,3,Patchouli,,,,,,,,,,,,Gardenia,Plumeria,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Calvin Klein,Sheer Beauty Essence,167.95,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",0,1.0,0.1807670928293496,7,Musk,Vanilla,Cedar,,,,,,,,,,Lilac,Magnolia,Turkish Rose,Peony,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DAVIDOFF,The Game,83.95,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",1,1.0,0.0873818788215675,3,Ebony Wood,,,,,,,,,,,,Iris,Woody Notes,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mancera,Rose Greedy,269.0,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",2,2.0,0.2931072818232351,7,White Musk,Amber,Vanilla,Sugar,,,,,,,,,Rose,Jasmine,Flowers,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ROGER & GALLET,Open,43.4,EDT,Men,Spicy,"Lamon, Woody",Sage And Thyme,1,1.0,0.0423012784880489,3,Lamon,Woody,,,,,,,,,,,Sage  Thyme,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,Challenge,144.95,EDT,Men,Citrus,"Ginger, Jasmine, Juniper, Nutmeg, Pepper, Violet and Whisky","Amber, Musk and Wood",1,1.0,0.1551973318510283,10,Ginger,Jasmine,Juniper,Nutmeg,Pepper,Violet,Whisky,,,,,,Amber,Musk,Wood,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Justcavalli,Just Cavalli,131.4,EDT,Women,Floral,Cuddly And Creamy Rosewood,Tahitian Tiare Flowers,0,1.0,0.1401334074485825,2,Cuddly  Creamy Rosewood,,,,,,,,,,,,Tahitian Tiare Flowers,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Genie,8839 Collection,24.85,EDP,Women,Floral,"Liquid Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",0,2.0,0.0216787103946637,7,Liquid Amber,Black Violet,Cream,Mahogany,,,,,,,,,Lotus Blossom,Champaca Flower,Black Orchid,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GIORGIO ARMANI,Si Possione,246.5,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",0,2.0,0.2680933852140078,8,Cedar,Vanilla,Amberwood,Patchouli,,,,,,,,,Rose,Jasmine,Heliotrope,Pineapple,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Beauty,109.55,EDP,Women,Floral,Virginia Cedar,Jasmine,0,2.0,0.1158421345191773,2,Virginia Cedar,,,,,,,,,,,,Jasmine,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J.CASANOVA,Paris Vivaldi,90.0,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",0,2.0,0.0941078376876042,9,Cedar,Moss,Musk,Amber  S,Sandalwood,,,,,,,,Lily-of-the-valley,Rose,Jasmine,Narcissus  Orchid,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Calvin Klein,Beauty,118.0,EDP,Women,Floral,Virginia Cedar,Jasmine,0,2.0,0.1252362423568649,2,Virginia Cedar,,,,,,,,,,,,Jasmine,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LACOSTE,Essential,148.65,EDT,Men,Citrus,Sandalwood And Patchouli,Pepper And Rose,1,1.0,0.1593107281823235,3,Salwood,alwood  Patchouli,,,,,,,,,,,Pepper  Rose,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rasasi,Al Wisam Day,84.8,EDP,Men,Oriental,"Amber, Musk, Oakmoss, Agarwood (Oud)","Rose, Clary Sage, Sandalwood, Cedar",1,2.0,0.0883268482490272,9,Amber,Musk,Oakmoss,Agarwood (Oud),,,,,,,,,Rose,Clary Sage,Salwood,Sandalwood,Cedar,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rasasi,Shuhrah,77.95,EDP,Men,Floral,"Amber, Musk, Oakmoss, Agarwood, Leathery","Rose, Sandalwood, Cedar,Jasmine",1,2.0,0.0807115063924402,10,Amber,Musk,Oakmoss,Agarwood,Leathery,,,,,,,,Rose,Salwood,Sandalwood,Cedar,Jasmine,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cacharel,Yes I Am ED,8.9,EDT,Women,Jasmine,"Milk, Sandalwood, Cardamom","Ginger Flower, Jasmine, Gardenia",0,1.0,0.0039466370205669,7,Milk,Salwood,Sandalwood,Cardamom,,,,,,,,,Ginger Flower,Jasmine,Gardenia,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GUCCI,Guilty Black,218.05,EDT,Men,Spicy,Patchouli,Orange Flower,1,1.0,0.2364647026125625,2,Patchouli,,,,,,,,,,,,Orange Flower,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dolce & Gabbana,Pour Femme,195.0,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,0,2.0,0.2108393551973318,7,Guimave,Vanilla,Heliotrope,Salwood,Sandalwood,,,,,,,,Jasmine,Orange Blossom,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arabian Oud,Sheikh Al Shuyukh,54.0,EDP,Men,Woody,Vetiver And Patchouli,"Lavender, Sage And Rosemary",1,2.0,0.0540856031128404,3,Vetiver  Patchouli,,,,,,,,,,,,Lavender,Sage  Rosemary,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.T.Dupont,Essence Pure,91.1,EDT,Women,Citrus,"Amber, Patchouli, Vanilla and Cedar",Jasmine and Rose,0,1.0,0.0953307392996108,6,Amber,Patchouli,Vanilla,Cedar,,,,,,,,,Jasmine,Rose,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ISSEY MIYAKE,L'eau D'issey Pour Homme,155.75,EDT,Men,Floral,Coriander,Nutmeg,1,1.0,0.1672040022234575,3,Cori,er,,,,,,,,,,,Nutmeg,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lattafa,Musk Mood,48.0,EDP,Unisex,Woody,"Musk, Incense, Amber, Resins, Woody Note","Patchouli, Caramel, Agarwood (Oud), Floral Notes",2,2.0,0.0474152306837131,9,Musk,Incense,Amber,Resins,Woody Note,,,,,,,,Patchouli,Caramel,Agarwood (Oud),Floral Notes,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Saint Laurent,Black Opium,364.65,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",0,2.0,0.399444135630906,5,Musk,White Wood,,,,,,,,,,,Jasmine Tea,Orrange Blossom,Coffee,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CARTIER,Baiser Vole,227.6,EDP,Women,Floral,Green leaves of lily,Essences of rare and elegant lily flower,0,2.0,0.2470817120622568,3,Green leaves of lily,,,,,,,,,,,,Essences of rare,elegant lily flower,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Arden,Red Door,128.95,EDT,Women,Floral,"Honey, Sandalwood and Vetiver","Orchid, Jasmine, Lily-of-the valley, Orange blossom,Wild violet and Freesia",0,1.0,0.1374096720400222,10,Honey,Salwood,Sandalwood,Vetiver,,,,,,,,,Orchid,Jasmine,Lily-of-the valley,Orange blossom,Wild violet,Freesia,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GUESS,Seductive,86.75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",0,1.0,0.0904947192884936,4,Vanille,Olibanum  Cashmere Wood,,,,,,,,,,,Jasmine,African Orange Flower  Orris Root,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NINA RICCI,Mademoiselle Ricci,117.0,EDP,Women,Floral,"White Wood, Musk, Amber, Cedar And Violet","Nerium Oleander, Rose Hip And Laurels",0,2.0,0.124124513618677,7,White Wood,Musk,Amber,Cedar  Violet,,,,,,,,,Nerium Ole,er,Rose Hip  Laurels,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JAGUAR,Classic Black,60.0,EDT,Men,Aromatic,"Sandalwood, Oakmoss, Tonka Beans, Virginia Cedar, Vetiver, Musk","Cardamom With Black Tea Leaves, Geranium, Nutmeg",1,1.0,0.0607559755419677,10,Salwood,Sandalwood,Oakmoss,Tonka Beans,Virginia Cedar,Vetiver,Musk,,,,,,Cardamom With Black Tea Leaves,Geranium,Nutmeg,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Creation Lamis,Above The Law,28.5,EDT,Men,Woody,"Haitian Vetiver, Tonka Bean, Amberwood","Guatemalan Cardamom, Juniper, Apple, Geranium",1,1.0,0.0257365202890494,7,Haitian Vetiver,Tonka Bean,Amberwood,,,,,,,,,,Guatemalan Cardamom,Juniper,Apple,Geranium,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIORGIO ARMANI,Si,261.8,EDP,Women,Floral,"Patchouli, Vanilla, Ambroxan, Woody Notes","May rose, Neroli Absolute, Davana, Osmanthus",0,2.0,0.2851028349082823,8,Patchouli,Vanilla,Ambroxan,Woody Notes,,,,,,,,,May rose,Neroli Absolute,Davana,Osmanthus,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DIESEL,Plus Plus Masculine,30.0,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",1,1.0,0.0274041133963312,20,Vetiver,Musk,Salwood,Sandalwood,Patchouli,Oak Moss,Nutmeg,Clove,Cinnamon,Tonka Bean,Anise,,Jasmine,Birch,Sage,Cardamom,Cori,er,Lily-of-The-Valley,Violet,Green Notes,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Van Cleef & Arpels,First,181.1,EDP,Women,Floral,"Honey, Tonka Beans, Amber, Sandalwood, Musk, Civet, Vanilla, Oakmoss, Vetiver","Carnation, Tuber Rose, Orchid, Orris Root, Jasmine, Hiacynth, Rose, Ylang Ylang, narcissus, Lily",0,2.0,0.1953863257365203,20,Honey,Tonka Beans,Amber,Salwood,Sandalwood,Musk,Civet,Vanilla,Oakmoss,Vetiver,,,Carnation,Tuber Rose,Orchid,Orris Root,Jasmine,Hiacynth,Rose,Ylang Ylang,narcissus,Lily,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,Body Tender,114.0,EDT,Women,Floral,"Cashmeran, Amber And Musk","Dewy English Roses, White Jasmine And Sandalwood",0,1.0,0.1207893274041134,5,Cashmeran,Amber  Musk,,,,,,,,,,,Dewy English Roses,White Jasmine  S,Sandalwood,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Eternity,95.0,EDT,Men,Floral,"Sandalwood, Vetiver, Rosewood And Ambergris","Jasmine, Geranium And Sage",1,1.0,0.0996664813785436,6,Salwood,Sandalwood,Vetiver,Rosewood  Ambergris,,,,,,,,,Jasmine,Geranium  Sage,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrari,Scuderia Red,97.6,EDT,Men,Fruity,"Cedar, Sandalwood, Moss and Vanilla","Jasmine, Geranium, Orris and Nutmeg",1,1.0,0.1025569760978321,9,Cedar,Salwood,Sandalwood,Moss,Vanilla,,,,,,,,Jasmine,Geranium,Orris,Nutmeg,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GUESS,Marciano,83.5,EDP,Women,Citrus,"Powdery Vanilla, Musk And Woody Accords","Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",0,2.0,0.086881600889383,4,Powdery Vanilla,Musk  Woody Accords,,,,,,,,,,,Peony,Pink Honeysuckle  Intensively Clean  Sweet Jasmine,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rasasi,Oud Al Misk,59.0,EDP,Women,Oriental,"Cedar, Vetiver, Patchouli, Sandalwood, Ambergris And Musk",Geranium And Jasmine,0,2.0,0.0596442468037798,7,Cedar,Vetiver,Patchouli,Salwood,Sandalwood,Ambergris  Musk,,,,,,,Geranium  Jasmine,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alina Corel,Beach Palm,24.95,EDP,Women,Fresh,"Himalayan Cedar, Warm Woman Skin Accord, Sandal and Incense","Heliotrope, Jasmine In An Alliance With Hibiscus Blossom and Bulgarian Rose",0,2.0,0.0217898832684824,8,Himalayan Cedar,Warm Woman Skin Accord,Salwood,al,Incense,,,,,,,,Heliotrope,Jasmine In An Alliance With Hibiscus Blossom,Bulgarian Rose,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Estee Lauder,Pleasures,169.9,EDP,Women,Fruity,"Cedar, Musk, Patchouli, Sandalwood","Jasmine, Lilac, Lily, Lily Of The Valley, Peony, Rose",0,2.0,0.182934963868816,11,Cedar,Musk,Patchouli,Salwood,Sandalwood,,,,,,,,Jasmine,Lilac,Lily,Lily Of The Valley,Peony,Rose,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rasasi,Romance,37.0,EDP,Women,Floral,Powdery,"Fruity, Woody",0,2.0,0.0351862145636464,3,Powdery,,,,,,,,,,,,Fruity,Woody,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TESORI D´ORIENTE,Lotus Flower Aromatic Par,33.6,EDT,Unisex,Floral,"Vanilla, Woodsy Notes, Sandalwood And Musk","Jasmine, Lotus, Tuberose And Lily Of The Valley",2,1.0,0.0314063368538076,7,Vanilla,Woodsy Notes,Salwood,alwood  Musk,,,,,,,,,Jasmine,Lotus,Tuberose  Lily Of The Valley,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LALIQUE,Amethyst Exquise,202.25,EDP,Women,Floral,Woody Notes,Orchid,0,2.0,0.218899388549194,2,Woody Notes,,,,,,,,,,,,Orchid,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Franck Olivier,Oud Touch,85.0,EDP,Men,Woody,"Amber, Musk, Vanilla","Violet, Patchouli, Rose, Jasmine, Olibanum",1,2.0,0.0885491939966648,8,Amber,Musk,Vanilla,,,,,,,,,,Violet,Patchouli,Rose,Jasmine,Olibanum,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VERSACE,Yellow Diamond,173.45,EDT,Women,Floral,"Amber, Precious Musk And Guaiac Wood",Creamy And Jasmine And Osmanthus,0,1.0,0.186881600889383,3,Amber,Precious Musk  Guaiac Wood,,,,,,,,,,,Creamy  Jasmine  Osmanthus,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YVES,Black Opium,178.5,EDP,Women,Fresh,"Vanilla, Patchouli, Cedar, Cashmere Wood","Coffee, Jasmine, Bitter Almond, Licorice",0,2.0,0.1924958310172318,8,Vanilla,Patchouli,Cedar,Cashmere Wood,,,,,,,,,Coffee,Jasmine,Bitter Almond,Licorice,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHANEL,Coco Mademoiselle,275.3,EDP,Women,Woody,"Opoponax, Patchouli, Tonka Beans, Vanilla, Vetiver, White Musk","Jasmine, Mimosa, Rose, Ylang-Ylang",0,2.0,0.3001111728738188,10,Opoponax,Patchouli,Tonka Beans,Vanilla,Vetiver,White Musk,,,,,,,Jasmine,Mimosa,Rose,Ylang-Ylang,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,One Shock,86.3,EDT,Women,Floral,"Musk, Patchouli, Amber and Vanille","Jasmine, Narcissus, Mexican chocolate and Blackberry",0,1.0,0.089994441356309,8,Musk,Patchouli,Amber,Vanille,,,,,,,,,Jasmine,Narcissus,Mexican chocolate,Blackberry,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUCHERON,Quatre Absolue De Nuit,125.95,EDP,Women,Arabian,"Sandalwood, Vanilla and Amberwood","Jasmine, Tonka Bean and Pear",0,2.0,0.1340744858254586,7,Salwood,Sandalwood,Vanilla,Amberwood,,,,,,,,,Jasmine,Tonka Bean,Pear,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Eternity,104.8,EDT,Men,Floral,"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-Of-The-Valley, Geranium",1,1.0,0.1105614230127848,16,Salwood,Sandalwood,Amber,Musk,Vetiver,Brazilian Rosewood,,,,,,,Cori,er,Lily,Orange Blossom,Juniper Berries,Basil,Jasmine,Sage,Lily-Of-The-Valley,Geranium,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BURBERRY,London,167.1,EDP,Women,Floral,"Sandalwood, Patchouli, Musk","Clementine, Peony Tiare, Jasmine",0,2.0,0.1798221234018899,7,Salwood,Sandalwood,Patchouli,Musk,,,,,,,,,Clementine,Peony Tiare,Jasmine,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerlain,L'Homme Ideal,6.5,EDT,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",1,1.0,0.001278488048916,9,Vanilla,Amber,Musk,,Patchouli,,,,,,,,Jasmine,Geranium,Neroli,Ylang-Ylang,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Klein,Sheer Beauty,104.05,EDT,Women,Fruity,"Musk, Sandalwood, Vanille","Jasmine, Peony, Lily",0,1.0,0.1097276264591439,7,Musk,Salwood,Sandalwood,Vanille,,,,,,,,,Jasmine,Peony,Lily,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lattafa,Rouat Al Musk,38.95,EDP,Women,Oriental,Vanilla and Amber,"Jasmine, White Flowers and Sandalwood",0,2.0,0.0373540856031128,6,Vanilla,Amber,,,,,,,,,,,Jasmine,White Flowers,Salwood,Sandalwood,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mancera,Wild Leather,224.0,EDP,Unisex,Woody,"Amber, Guaiac Wood, Leather, Lichen, Musk","Bulgarian Rose, Patchouli, Violet",2,2.0,0.2430794886047804,8,Amber,Guaiac Wood,Leather,Lichen,Musk,,,,,,,,Bulgarian Rose,Patchouli,Violet,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misk Perfumes,White Musk Perfume,5.35,Oil,Unisex,Musk,Tail Rose,Vanilla Flowers,2,,0.0,2,Tail Rose,,,,,,,,,,,,Vanilla Flowers,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alina Corel,Monsieur Coco Vanilla,31.85,EDP,Unisex,Floral,"White Musk, Woody Notes, Madagascar Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",2,2.0,0.0294608115619788,6,White Musk,Woody Notes,Madagascar Vanilla,,,,,,,,,,Jasmine,Ylang-Ylang,Tiare Flower,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
